Relatório de vias;;;;;;;;;;;;;;;
2019 - 20201 - 2021;;;;;;;;;;;;;;;
LATITUDE;LONGITUDE;DATA DA MONITORAÇÃO;SENTIDO GEOGRÁFICO;UF;Município;VIA MONITORADA POR CAMERAS;POSSUI COMERCIO AMBILANTE;ZONA;VITIMA FATAL;MEDIA DE VEICULOS;PASSAGEM DE VEICULOS PESADOS;POLICIAMENTO RODOVIARIO;OCORRENCIAS DIARIAS;;
-21,64084721;-41,31188147;10/05/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;202;0;2;63;;
-21,64145491;-41,31162431;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;29;0;1;1;;
-21,64599048;-41,3111965;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;58;1;2;50;;
-21,64757201;-41,31134503;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;130;0;2;57;;
-21,64763839;-41,3112307;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;119;0;1;66;;
-21,64772689;-41,31122533;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;112;0;3;35;;
-21,64777177;-41,31122768;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;98;0;3;43;;
-21,64791823;-41,31125014;10/05/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;92;1;2;16;;
-21,6480273;-41,31122265;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;178;1;1;13;;
-21,64806563;-41,3112659;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;84;0;3;65;;
-21,6481426;-41,31127428;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;66;0;1;7;;
-21,64832428;-41,31120186;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;116;1;3;23;;
-21,6484249;-41,311335;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;111;1;1;14;;
-21,64865523;-41,31118409;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;248;0;3;22;;
-21,6487245;-41,3113274;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;127;0;2;35;;
-21,64885561;-41,3112602;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;90;0;1;41;;
-21,64882881;-41,31127864;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;20;1;3;42;;
-21,6489304;-41,31118108;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;154;0;3;16;;
-21,64907593;-41,31126288;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;223;0;1;23;;
-21,64911519;-41,31120052;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;178;0;2;29;;
-21,6491673;-41,3113163;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;10;1;3;7;;
-21,64924483;-41,31121729;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;191;1;3;66;;
-21,64929406;-41,31120387;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;43;1;1;28;;
-21,64934486;-41,31119616;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;212;1;2;18;;
-21,64942806;-41,31121494;29/07/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;22;1;3;50;;
-21,64953152;-41,31124746;12/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;210;1;1;67;;
-21,64973408;-41,31117336;13/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;58;1;2;53;;
-21,64979516;-41,31118778;14/08/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;116;1;2;34;;
-21,64988366;-41,31125819;15/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;48;1;2;69;;
-21,649917;-41,3112545;16/08/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;22;0;3;27;;
-21,64993664;-41,3111918;17/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;119;1;2;64;;
-21,65005942;-41,3112592;18/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;98;1;2;15;;
-21,65011769;-41,31122064;19/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;52;0;3;56;;
-21,65031401;-41,31121427;20/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;234;1;3;53;;
-21,65021429;-41,3112317;21/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;25;0;2;1;;
-21,65040999;-41,31121058;22/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;19;1;1;17;;
-21,65053994;-41,31114788;23/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;159;0;3;13;;
-21,6506283;-41,3112121;24/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;103;0;1;4;;
-21,65068983;-41,31113984;25/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;20;0;2;5;;
-21,6507905;-41,3112496;26/08/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;24;0;2;22;;
-21,65087711;-41,31117739;27/08/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;244;1;2;28;;
-21,650944;-41,3112287;28/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;211;0;3;69;;
-21,65097216;-41,31113581;29/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;174;0;3;62;;
-21,65115602;-41,31123438;30/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;117;1;1;25;;
-21,65102669;-41,31117068;31/08/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;104;1;2;20;;
-21,6512472;-41,3112132;01/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;100;1;3;26;;
-21,6513155;-41,3112197;02/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;131;1;1;12;;
-21,6513544;-41,3112199;03/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;54;0;2;8;;
-21,6514;-41,3112;04/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;108;1;2;23;;
-21,6515015;-41,3111917;05/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;209;0;1;32;;
-21,65165336;-41,31120522;06/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;26;1;3;55;;
-21,6517195;-41,3112118;07/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;181;0;3;22;;
-21,6518301;-41,3112174;08/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;117;1;1;37;;
-21,65198461;-41,31145634;09/09/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;184;1;1;49;;
-21,6519274;-41,3111542;10/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;183;0;2;54;;
-21,6521625;-41,3112227;11/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;165;0;3;45;;
-21,6523294;-41,3111883;12/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;211;1;3;55;;
-21,6524773;-41,3111798;13/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;108;1;2;7;;
-21,6527091;-41,3111803;14/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;181;0;3;8;;
-21,6533607;-41,3111673;15/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;117;0;1;28;;
-21,65356608;-41,31115559;16/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;208;1;2;61;;
-21,65370288;-41,31106876;17/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;209;0;3;21;;
-21,65410798;-41,31106507;18/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;135;0;1;65;;
-21,6539584;-41,31110597;19/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;112;1;2;26;;
-21,65422639;-41,31105267;20/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;68;0;1;11;;
-21,65424228;-41,31101411;21/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;149;0;1;13;;
-21,65736214;-41,31099332;22/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;109;1;3;56;;
-21,65745936;-41,31101344;23/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;106;0;1;69;;
-21,65763355;-41,31108083;24/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;180;0;3;27;;
-21,65771051;-41,31097924;25/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;208;1;2;33;;
-21,65783173;-41,31110229;26/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;51;1;2;39;;
-21,65788439;-41,31110027;27/09/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;144;1;1;25;;
-21,658741;-41,31103516;28/09/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;187;0;3;44;;
-21,65889524;-41,3111509;29/09/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;156;1;1;69;;
-21,65900835;-41,31097153;30/09/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;208;0;3;2;;
-21,65914826;-41,31097354;01/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;143;1;2;7;;
-21,65936919;-41,31106842;02/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;12;0;2;17;;
-21,65999084;-41,31106138;03/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;212;0;1;29;;
-21,65981665;-41,31105803;04/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;37;1;1;3;;
-21,65988115;-41,31105769;05/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;89;1;2;33;;
-21,66;-41,3112;06/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;40;0;2;28;;
-21,66051402;-41,31164879;07/10/2019;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;132;0;1;10;;
-21,66185483;-41,31133396;08/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;68;0;2;47;;
-21,66190936;-41,31154284;09/10/2019;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;35;1;3;35;;
-21,66255655;-41,31115928;10/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;197;1;3;4;;
-21,66393941;-41,31159045;11/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;54;0;1;5;;
-21,66521694;-41,31140471;12/10/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;144;1;3;45;;
-21,66532662;-41,31147243;13/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;232;1;2;53;;
-21,66554972;-41,31154317;14/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;78;1;1;46;;
-21,6658851;-41,3110277;15/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;159;1;1;69;;
-21,6688675;-41,31146472;16/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;175;1;2;61;;
-21,6698387;-41,31094906;17/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;174;1;1;66;;
-21,67011725;-41,31083876;18/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;136;0;1;23;;
-21,67045127;-41,31092291;19/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;225;1;3;45;;
-21,67110247;-41,31091587;20/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;188;0;2;13;;
-21,6712218;-41,3109199;21/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;162;0;3;12;;
-21,67128443;-41,31091923;22/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;183;0;1;61;;
-21,67133335;-41,31090749;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;12;1;1;5;;
-21,67138694;-41,31091084;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;112;1;3;39;;
-21,67148041;-41,31091286;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;123;0;2;42;;
-21,67155301;-41,31090447;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;18;1;2;22;;
-21,67159756;-41,31090246;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;46;0;1;69;;
-21,67168979;-41,31089542;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;183;1;1;65;;
-21,67176301;-41,31088838;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;95;0;1;35;;
-21,67182065;-41,31088469;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;160;0;2;59;;
-21,67189013;-41,31086592;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;234;0;2;49;;
-21,67195619;-41,31087195;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;126;0;3;34;;
-21,67202318;-41,31087229;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;109;0;3;62;;
-21,67209951;-41,31087329;23/10/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;111;1;2;15;;
-21,67214874;-41,31087296;23/10/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;55;1;2;51;;
-21,67222695;-41,31087631;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;246;0;1;36;;
-21,67232759;-41,31073482;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;131;1;2;65;;
-21,67232354;-41,31084144;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;95;1;3;11;;
-21,67241047;-41,31077137;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;161;0;3;5;;
-21,67247839;-41,31085753;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;47;1;3;66;;
-21,67255597;-41,31085485;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;163;0;3;55;;
-21,6725999;-41,3108401;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;223;1;1;25;;
-21,67264228;-41,31088503;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;213;1;3;47;;
-21,67264539;-41,31084479;23/10/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;44;0;1;39;;
-21,6727479;-41,31084915;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;61;0;2;29;;
-21,67311089;-41,31081261;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;59;1;3;3;;
-21,67301336;-41,31081864;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;107;1;2;43;;
-21,67306477;-41,31080758;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;106;1;1;23;;
-21,67326667;-41,31078981;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;173;0;1;62;;
-21,67334862;-41,31077472;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;248;0;3;42;;
-21,67344707;-41,31074019;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;22;0;3;37;;
-21,67347667;-41,31071605;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;34;0;1;14;;
-21,67352995;-41,31072611;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;250;0;1;16;;
-21,67362903;-41,31073482;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;41;1;1;47;;
-21,67367951;-41,31073684;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;144;0;1;23;;
-21,67315887;-41,31115291;23/10/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;242;1;3;56;;
-21,6738381;-41,31071873;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;26;1;3;20;;
-21,67389169;-41,31070968;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;77;0;1;29;;
-21,67395992;-41,31072979;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;55;0;3;34;;
-21,67409203;-41,31073717;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;174;0;1;35;;
-21,67426371;-41,31072409;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;122;1;3;44;;
-21,67428178;-41,31072342;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;49;1;3;39;;
-21,67434596;-41,31073147;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;34;1;2;56;;
-21,67444411;-41,31072007;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;231;1;2;20;;
-21,6744977;-41,31066877;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;188;1;2;53;;
-21,67462887;-41,31068755;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;115;0;3;7;;
-21,67473324;-41,31069057;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;97;1;1;1;;
-21,67481612;-41,31068721;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;195;1;2;28;;
-21,67487501;-41,31070163;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;229;0;2;19;;
-21,67494729;-41,31069057;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;93;0;1;35;;
-21,67505478;-41,3106624;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;23;1;1;23;;
-21,6751361;-41,31065972;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;120;0;1;1;;
-21,67532554;-41,31059702;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;160;0;2;21;;
-21,67540094;-41,31065335;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;235;0;1;31;;
-21,67547696;-41,31065134;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;94;0;2;8;;
-21,67553242;-41,31065369;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;22;1;1;8;;
-21,67563368;-41,31071102;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;115;0;1;17;;
-21,67573868;-41,31066274;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;34;1;3;5;;
-21,67584368;-41,31070666;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;213;0;3;65;;
-21,67591347;-41,31065771;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;93;0;3;44;;
-21,67597142;-41,3107023;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;185;1;3;53;;
-21,676026;-41,3106898;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;85;0;3;33;;
-21,67610103;-41,31068621;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;237;1;1;44;;
-21,67615275;-41,31065536;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;60;1;1;20;;
-21,67622161;-41,31066039;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;158;0;3;29;;
-21,67625214;-41,31070834;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;140;0;3;25;;
-21,67629327;-41,31072275;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;171;0;3;21;;
-21,67646245;-41,3106386;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;100;0;3;40;;
-21,67659144;-41,31071437;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;51;0;2;27;;
-21,67660266;-41,31060641;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;242;1;2;60;;
-21,67664129;-41,31059468;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;100;0;3;39;;
-21,67669924;-41,3106956;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;194;0;2;27;;
-21,67675096;-41,3106909;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;245;1;3;63;;
-21,67688556;-41,31070029;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;234;0;2;46;;
-21,67698152;-41,31070163;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;148;1;1;39;;
-21,67707437;-41,31070834;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;130;1;1;18;;
-21,67714977;-41,3106899;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;146;1;1;58;;
-21,67721395;-41,31068353;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;133;1;2;29;;
-21,67728249;-41,31069928;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;229;1;1;49;;
-21,67742207;-41,3106671;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;205;0;1;4;;
-21,67744357;-41,3109836;23/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;235;1;3;9;;
-21,67753579;-41,31068856;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;150;0;3;22;;
-21,67758066;-41,31063625;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;226;1;3;54;;
-21,67769189;-41,31068487;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;91;1;1;68;;
-21,6776302;-41,31068755;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;90;1;2;62;;
-21,6776619;-41,31097031;23/10/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;193;1;1;23;;
-21,67774298;-41,31069459;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;226;0;1;39;;
-21,67778349;-41,31069459;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;13;1;1;38;;
-21,67783085;-41,31069627;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;36;0;2;43;;
-21,67786823;-41,31069392;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;16;1;3;10;;
-21,67787633;-41,31076567;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;186;0;1;17;;
-21,67794893;-41,3106966;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;82;1;3;47;;
-21,67817544;-41,31066274;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;50;1;1;2;;
-21,67821905;-41,31067012;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;92;1;2;60;;
-21,6782957;-41,31068453;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;36;0;3;47;;
-21,6783334;-41,31068286;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;13;1;2;43;;
-21,67837795;-41,3106795;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;244;0;3;1;;
-21,67842126;-41,31068017;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;145;1;3;29;;
-21,67847017;-41,31065536;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;212;1;1;11;;
-21,67852314;-41,31065335;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;123;0;2;62;;
-21,67863468;-41,31057557;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;219;1;2;61;;
-21,67858296;-41,31065469;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;55;0;2;42;;
-21,67871973;-41,31060574;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;104;1;2;20;;
-21,67882162;-41,31061513;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;239;0;2;66;;
-21,67885869;-41,31061982;23/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;61;0;1;10;;
