codigo_ocorrencia4,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,,,,,,,
78608,A-045/CENIPA/2019 - 02,2022-05-08,2022-11-08,NULL,Divulgar os ensinamentos colhidos na presente investigação aos operadores de aeródromos públicos Classe I-A,,,,,,,,,,
78607,A-047/CENIPA/2019 - 01,2021-08-07,2021-04-08,2022-08-06,Atuar junto à empresa Aplitec Aero Agrícola Ltda.,,,,,,,,,,
78607,A-047/CENIPA/2019 - 02,2021-08-07,2021-04-08,2021-08-30,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 01,2019-06-08,2019-08-20,2019-02-12,Atuar em conjunto com a European Union Aviation Safety Agency (EASA) e com a Transport Canada Civil Aviation (TCCA) no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 02,2019-06-08,2019-08-15,2019-09-27,Atuar em conjunto com a European Union Aviation Safety Agency (EASA) e com a Avions de Transport Regional (ATR) no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 03,2019-06-08,2019-08-15,2020-09-11,Atuar em conjunto com a Transport Canada Civil Aviation (TCCA) e com a Pratt & Whitney Canada no intuito de reavaliar a adequabilidade dos parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional da HP blades que equipam os motores PW-127M,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 04,2021-08-07,2021-08-16,NULL,Atuar junto à Pratt & Whitney Canada no sentido de atualizar os parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional das High Pressure Turbine Blades,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 05,2021-08-07,2021-08-16,NULL,Atuar junto à Pratt & Whitney Canada no sentido de implementar melhorias no projeto das High Pressure Turbine Blades,,,,,,,,,,
78590,IG-042/CENIPA/2019 - 06,2021-08-07,2021-08-16,NULL,Atuar junto à Pratt & Whitney Canada para que sejam implementadas as melhorias no projeto das High Pressure Turbine Blades,,,,,,,,,,
78587,A-040/CENIPA/2019 - 01,2021-12-30,2022-03-01,2022-07-19,Atuar junto à Somar Aero Agrícola Ltda.,,,,,,,,,,
78582,A-041/CENIPA/2019 - 01,2022-09-02,2022-02-16,2022-07-19,Reforçar a atuação junto à Nitz Aviação Agrícola Ltda.,,,,,,,,,,
78579,A-039/CENIPA/2019 - 01,2021-08-19,2021-04-09,2022-01-26,Atuar junto à Associação Ícaro de Aviadores do Catu,,,,,,,,,,
78579,A-039/CENIPA/2019 - 02,2021-08-19,2021-04-09,2022-01-26,Atuar junto à organização de manutenção Uirapuru Serviços Aeronáuticos Ltda.,,,,,,,,,,
78564,A-036/CENIPA/2019 - 03,2021-12-02,2021-04-03,NULL,Desenvolver e implantar processos e protocolos específicos de acompanhamento,,,,,,,,,,
78564,IG-036/CENIPA/2019 - 01,2019-05-16,2019-05-27,2019-12-23,Atuar em conjunto com a Oceanair Linhas Aéreas S.A. (Avianca),,,,,,,,,,
78564,IG-036/CENIPA/2019 - 02,2019-05-16,2019-05-27,2019-12-23,Atuar em conjunto com a Oceanair Linhas Aéreas S.A. (Avianca),,,,,,,,,,
78552,A-033/CENIPA/2019 - 01,2021-07-21,2021-08-18,2021-09-15,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78550,A-032/CENIPA/2019 - 01,2019-06-08,2019-08-20,2019-12-09,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78532,A-030/CENIPA/2019 - 01,2020-10-29,2021-04-03,2021-12-03,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78532,A-030/CENIPA/2019 - 02,2020-10-29,2021-04-03,2021-12-03,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78532,A-030/CENIPA/2019 - 03,2020-10-29,2021-04-03,2021-06-17,Atuar junto à WM Helicópteros (COM nº 0304-05/ANAC),,,,,,,,,,
78532,A-030/CENIPA/2019 - 04,2020-10-29,2021-04-03,NULL,Atuar junto ao Sistema de Aviação Civil,,,,,,,,,,
78528,A-029/CENIPA/2019 - 01,2020-11-03,2020-03-19,2020-06-04,Realizar gestões junto à Rico Táxi Aéreo LTDA.,,,,,,,,,,
78528,A-029/CENIPA/2019 - 02,2020-11-03,2020-03-19,2020-03-11,Realizar gestões junto à Rico Táxi Aéreo LTDA.,,,,,,,,,,
78513,IG-023/CENIPA/2019 - 01,2019-10-28,2019-06-11,2020-01-10,ATUAR JUNTO à AEROMAJ AVIAçãO AGRíCOLA LTDA.,,,,,,,,,,
78513,IG-023/CENIPA/2019 - 02,2019-10-28,2019-06-11,2019-11-27,DIVULGAR OS ENSINAMENTOS COLHIDOS NO PRESENTE RELATóRIO,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 01,2019-10-28,2019-05-11,2020-12-08,ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A.,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 02,2019-10-28,2019-05-11,2020-12-08,ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A.,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 03,2019-10-28,2019-05-11,2020-12-08,ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A.,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 04,2019-10-28,2019-05-11,2020-12-08,ATUAR JUNTO à EMPRESA COSTA DO SOL TAXI AéREO S.A.,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 05,2019-10-28,2019-05-11,2020-01-31,ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 06,2019-10-28,2019-05-11,2020-01-31,ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI,,,,,,,,,,
78497,IG-025/CENIPA/2019 - 07,2019-10-28,2019-05-11,2020-01-31,ATUAR JUNTO à PREFEITURA MUNICIPAL DE CARAUARI,,,,,,,,,,
78497,IG-025/CENIPA/2019-01,2019-10-28,2019-05-11,NULL,ATUAR JUNTO AO OPERADOR DO AERóDROMO DE SWCA,,,,,,,,,,
78488,IG-020/CENIPA/2019 - 01,2019-03-09,2019-10-09,2020-09-07,ATUAR JUNTO à AZUL LINHAS AéREAS BRASILEIRAS S.A,,,,,,,,,,
78488,IG-020/CENIPA/2019 - 02,2019-03-09,2019-10-09,2019-09-24,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78485,A-018/CENIPA/2019 - 01,2019-03-09,2019-10-09,2020-12-08,REALIZAR UMA AUDITORIA NA PULVERIZA AVIAçãO AGRíCOLA,,,,,,,,,,
78479,A-016/CENIPA/2019 - 01,2019-10-28,2019-05-11,2020-08-14,ATUAR JUNTO à INOVAR AVIAçãO AGRíCOLA LTDA.,,,,,,,,,,
78455,A-013/CENIPA/2019 - 01,2021-11-16,2021-12-23,2022-03-31,Avaliar a pertinência de revisar a IS 137.201-001,,,,,,,,,,
78439,A-008/CENIPA/2019 - 01,2022-09-02,2022-02-16,2022-08-06,Reforçar a atuação junto à Aerodinâmica Aviação Agrícola Ltda.,,,,,,,,,,
78439,A-008/CENIPA/2019 - 02,2022-09-02,2022-02-16,2022-03-31,Atuar junto à Aerodinâmica Aviação Agrícola Ltda.,,,,,,,,,,
78439,A-008/CENIPA/2019 - 03,2022-09-02,2022-02-15,NULL,Atuar junto à REMASUL Aviação e Manutenção de Aeronaves,,,,,,,,,,
78438,A-011/CENIPA/2019 - 01,2022-09-02,2022-02-16,2022-06-22,Atuar junto ao Grupo Aeromóvel da Polícia Militar do Estado do Rio de Janeiro (GAM),,,, gerenciamento do risco, etc.;IMPLEMENTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,
78438,A-011/CENIPA/2019 - 02,2022-09-02,2022-02-16,2022-06-22,Atuar junto ao Grupo Aeromóvel da Polícia Militar do Estado do Rio de Janeiro (GAM),,,, de 05JUN2020.;IMPLEMENTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,
78432,A-009/CENIPA/2019-01,2019-05-16,2019-05-22,2019-05-30,DIVULGAR OS ENSINAMENTOS COLHIDOS COM A PRESENTE INVESTIGAçãO,,,,,,,,,,
78430,A-010/CENIPA/2019 -01,2020-11-03,2020-03-19,2020-06-04,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78426,A-006/CENIPA/2019 - 01,2019-10-28,2019-06-11,2021-06-01,ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA.,,,,,,,,,,
78426,A-006/CENIPA/2019 - 02,2019-10-28,2019-10-28,2020-06-16,ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA.,,,,,,,,,,
78426,A-006/CENIPA/2019 - 03,2019-10-28,2019-06-11,2020-06-16,ATUAR JUNTO à AEROAGRíCOLA SUREñA LTDA.,,,,,,,,,,
78411,IG-003/CENIPA/2019 - 01,2021-03-29,2021-04-26,2021-06-05,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78411,IG-003/CENIPA/2019 - 02,2021-03-29,2021-04-26,2021-09-23,Analisar a pertinência de inserir o estudo de caso desta ocorrência no PAELS (Programa de Atividades e Emprego do Laboratório de Simulação),,,,,,,,,,
78411,IG-003/CENIPA/2019 - 03,2021-03-29,2021-04-26,2021-09-23,Analisar a pertinência quanto ao aperfeiçoamento da redação do texto contido no item a seguir,,,,,,,,,,
78407,A-005/CENIPA/2019 - 01,2021-08-07,2021-04-08,2022-06-22,Atuar junto à empresa Aeropel Aero Operações Agrícolas Ltda.,,,,,,,,,,
78390,A-192/CENIPA/2018-01,2019-05-16,2019-05-22,2019-05-30,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78383,IG-191/CENIPA/2018 - 01,2020-05-29,2020-06-22,2020-07-29,Atuar em conjunto com o fabricante do inversor,,,,,,,,,,
78380,IG-190/CENIPA/2018 - 01,2021-08-07,2021-07-26,2022-02-16,Atuar junto aos órgãos ATC,,,,,,,,,,
78380,IG-190/CENIPA/2018 - 02,2021-08-07,2021-07-27,2021-11-30,Avaliar a necessidade e a pertinência de ajustes regulatórios que determinem a obrigatoriedade de que equipes de salvamento e contra incêndio possuam comunicação VHF direta com as aeronaves envolvidas em emergências no aeródromo.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
78380,IG-190/CENIPA/2018 - 03,2021-08-07,2021-07-27,2021-11-30,Atuar junto à empresa BH Airport S.A. no sentido de avaliar a possibilidade de aperfeiçoamento do PLEM/PRAI do Aeródromo de SBCF,,,,,,,,,,
78380,IG-190/CENIPA/2018 - 04,2021-08-07,2021-07-27,2022-09-08,Atuar em parceria com a Boeing Company para certificar-se de que,,,,,,,,,,
78380,IG-190/CENIPA/2018 - 05,2021-08-07,2021-08-17,2022-10-02,Atuar em parceria com a Boeing Company para certificar-se de que,,,,,,,,,,
78372,A-189/CENIPA/2018-01,2020-04-22,2020-04-05,2020-05-26,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78372,A-189/CENIPA/2018-02,2020-04-22,2020-04-05,2020-08-19,AVALIAR A POSSIBILIDADE DE DESENVOLVER UM SISTEMA INFORMATIZADO úNICO PARA CONTROLE DOS REGISTROS DE MANUTENçãO DA FROTA DE AERONAVES REGISTRADAS NO âMBITO DA AVIAçãO CIVIL BRASILEIRA.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
78359,A-185/CENIPA/2018 - 01,2021-11-16,2021-12-23,2022-04-27,Atuar junto à Produzir Agropecuária Ltda.,,,,,,,,,,
78352,A-181/CENIPA/2018 - 01,2019-11-03,2019-03-19,2019-05-15,Melhorar o processo de divulgação de procedimentos de solicita??o de emissão de NOTAM e informações Temporórias de aeródromos privados junto à ANAC.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
78352,A-181/CENIPA/2018 - 02,2019-11-03,2019-03-19,2019-05-15,Avaliar a viabilidade de elaboração de um regulamento que estabelea regras a serem adotadas no projeto de aeródromos privados,,,,,,,,,,
78350,A-180/CENIPA/2018 - 01,2021-09-17,2021-09-29,2021-10-13,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 01,2021-08-07,2021-07-26,NULL,Atuar junto ao operador do Aeródromo Eduardo Gomes (SBEG),,,,,,,,,,
78341,IG-177/CENIPA/2018 - 02,2021-08-07,2021-07-26,NULL,Atuar junto ao operador do Aeródromo Eduardo Gomes (SBEG),,,,,,,,,,
78341,IG-177/CENIPA/2018 - 03,2021-08-07,2021-07-26,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 04,2021-08-07,2021-07-27,2022-02-16,Atuar junto ao DTCEA-EG,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 05,2021-08-07,2021-07-27,2022-02-16,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 06,2021-08-07,2021-07-27,2022-02-16,Atuar junto ao DTCEA-EG,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 07,2021-08-07,2021-07-27,2022-02-16,Atuar junto DTCEA-EG,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 08,2021-08-07,2021-07-27,2022-02-16,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78341,IG-177/CENIPA/2018 - 09,2021-08-07,2021-07-27,2022-02-16,Avaliar a possibilidade de normatizar as ações,,,,,,,,,,
78338,IG-175/CENIPA/2018-01,2020-04-22,2020-04-05,2020-10-28,ATUAR JUNTO à AEROBRAN TáXI AéREO LTDA.,,,,,,,,,,
78338,IG-175/CENIPA/2018-02,2020-04-22,2020-04-05,2020-10-28,ATUAR JUNTO à AEROBRAN TáXI AéREO LTDA.,,,,,,,,,,
78337,A-174/CENIPA/2018 - 01,2022-08-07,2022-07-19,2022-08-23,Intensificar as ações previstas no âmbito do Plano de Supervisão da Segurança Operacional (PSSO) 2020-2022,,,,,,,,,,
78314,A-171/CENIPA/2018-01,2020-04-22,2020-04-05,2020-05-26,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78311,A-170/CENIPA/2018 - 01,2022-09-02,2022-02-16,2022-08-23,Atuar junto à Rambo Aviação Agrícola Ltda. ME,,,,,,,,,,
78311,A-170/CENIPA/2018 - 02,2022-09-02,2022-02-16,2022-02-22,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78311,A-170/CENIPA/2018 - 03,2022-09-02,2022-02-16,2022-08-23,Atuar junto à Rambo Aviação Agrícola Ltda. ME,,,,,,,,,,
78296,A-168/CENIPA/2018-01,2020-04-22,2020-04-05,2020-07-17,ATUAR JUNTO AO AEROCLUBE DE BRAGANCA PAULISTA,,,,,,,,,,
78296,A-168/CENIPA/2018-02,2020-04-22,2020-04-05,2020-07-17,ESTUDAR A REVISãO DOS MANUAIS DOS CURSOS DE PILOTO,,,,,,,,,,
78283,A-165/CENIPA/2018 - 01,2022-05-27,2022-06-30,NULL,Avaliar a pertinência de esclarecer na tabela “Classe Helicópteros Multimotores”,,,,,,,,,,
78283,A-165/CENIPA/2018 - 02,2022-05-27,2022-06-30,NULL,Avaliar a pertinência de incluir,,,,,,,,,,
78283,A-165/CENIPA/2018 - 03,2022-05-27,2022-06-30,NULL,Estabelecer orientações objetivando esclarecer aos pilotos quais os procedimentos necessários para readquirir experiência recente,,,,,,,,,,
78283,A-165/CENIPA/2018 - 04,2022-05-27,2022-06-30,NULL,Divulgar os ensinamentos colhidos nesta investigação aos Centros de Treinamento da Aviação Civil autorizados a ministrar instruções teóricas e/ou práticas para helicópteros,,,,,,,,,,
78283,A-165/CENIPA/2018 - 05,2022-05-27,2022-06-30,NULL,Avaliar a pertinência de instituir fichas de acompanhamento da instrução de solo e de voo para que o piloto endossante registre a evolução do treinamento do piloto endossado.,AGUARDANDO RESPOSTA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
78283,A-165/CENIPA/2018 - 06,2022-05-27,2022-06-30,2022-07-18,Analisar a possibilidade de traduzir a adaptar,,,,,,,,,,
78282,A-164/CENIPA/2018 - 01,2022-12-04,2022-04-25,2022-07-19,Atuar junto à Pachu Aviação Agrícola Ltda.,,,,,,,,,,
78256,A-161/CENIPA/2018 - 01,2020-05-29,2020-06-23,2021-01-02,Realizar gestões junto ao Aeroclube Regional de Maringá,,,,,,,,,,
78235,IG-156/CENIPA/2018 - 01,2020-02-10,2020-10-21,2021-05-01,Atuar junto ao operador Camejo Táxi Aéreo Ltda.,,,,,,,,,,
78235,IG-156/CENIPA/2018 - 02,2020-02-10,2020-10-21,2021-05-01,Atuar junto ao operador Camejo Táxi Aéreo Ltda.,,,,,,,,,,
78203,IG-152/CENIPA/2018 - 01,2022-09-21,2022-09-27,NULL,Divulgar os ensinamentos colhidos no presente relatório,,,,,,,,,,
78203,IG-152/CENIPA/2018 - 02,2022-09-21,2022-09-27,NULL,Divulgar os ensinamentos colhidos no presente relatório,,,,,,,,,,
78200,A-151/CENIPA/2018 - 01,2021-11-16,2021-12-17,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78198,A-150/CENIPA/2018 - 01,2021-08-07,2021-07-26,2021-08-30,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78183,A-148/CENIPA/2018 - 01,2021-09-17,2021-09-23,2022-10-02,Atuar junto à clínica credenciada N° 35,,,,,,,,,,
78183,A-148/CENIPA/2018 - 02,2021-09-17,2021-09-29,2021-10-14,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78176,A-146/CENIPA/2018 - 01,2019-11-03,2019-03-21,2019-03-05,Divulgar os ensinamentos colhidos com a presente investigação,,,,,,,,,,
78175,A-145/CENIPA/2018 - 01,2021-09-17,2021-05-10,2021-10-14,Divulgar os ensinamentos colhidos nesta investigação,,,,,,,,,,
78162,A-143/CENIPA/2018- 01,2020-07-24,2020-07-08,2021-02-18,Atuar junto à Rota do Sol Táxi Aéreo Ltda.,,,,,,,,,,
78162,A-143/CENIPA/2019 - 02,2020-07-24,2020-07-08,2020-08-20,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78160,A-141/CENIPA/2018- 01,2020-02-10,2020-10-19,2021-02-22,Atuar junto à Organização de Manutenção ABA Manutenção Aeronáutica,,,,,,,,,,
78160,A-141/CENIPA/2018- 02,2020-02-10,2020-10-19,2020-03-11,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78147,A-137/CENIPA/2018-01,2020-04-22,2020-12-05,2020-05-25,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
78137,A-135/CENIPA/2018 - 01,2020-10-29,2020-11-27,2021-08-30,Atuar junto ao Aeroclube de Eldorado do Sul,,,,,,,,,,
78137,A-135/CENIPA/2018 - 02,2020-10-29,2020-11-27,NULL,Atuar junto ao Aeroclube de Eldorado do Sul,,,,,,,,,,
78108,A-133/CENIPA/2018 - 01,2022-09-21,2022-09-27,NULL,Atuar junto à Unidade Aérea Publica (UAP) da Secretaria da Casa Militar do Governo do Estado do Espírito Santo no sentido de que aquele operador aprimore a política,,,,,,,,,,
78103,A-132/CENIPA/2018 - 01,2020-11-03,2020-03-19,2020-05-14,ATUAR JUNTO à TAM LINHAS AéREAS S/A (LATAM BRASIL),,,,,,,,,,
78103,A-132/CENIPA/2018 - 02,2020-11-03,2020-03-19,2020-07-04,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,, CONFORME O OPERATIONS TRAINING TRANSMISSION 999.0113/17 REV 00, 22JAN2018.;IMPLEMENTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,
78081,A-129/CENIPA/2018- 01,2020-07-24,2020-07-08,2021-03-02,Realizar gestões junto ao Aeroclube de Ponta Grossa para o aprimoramento do gerenciamento e do processo de instrução aérea,,,,,,,,,,
78081,A-129/CENIPA/2018- 02,2020-07-24,2020-07-08,2020-10-28,Atuar junto ao administrador do Aeródromo Comandante Antônio Amilton Beraldo (SBPG) no tocante à adequação das bases de concreto das luzes de iluminação e balizamento do aeródromo de acordo com a legislação em vigor.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
78058,A-124/CENIPA/2018 - 01,2021-04-10,2022-11-02,2022-02-15,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
78055,IG-122/CENIPA/2018- 01,2020-07-24,2020-07-08,2021-05-27,Atuar junto à Aero Star Táxi Aéreo Ltda. no sentido de certificar-se de que as inspeções nas aeronaves,,,,,,,,,,
78055,IG-122/CENIPA/2018- 02,2020-07-24,2020-07-08,2021-05-27,Divulgar aos operadores/mantenedores das aeronaves modelo Cessna 310R os ensinamentos colhidos na presente investigação,,,,,,,,,,
78052,A-123/CENIPA/2018 - 01,2020-07-24,2020-07-08,2021-09-03,Atuar junto à Escola Paranaense de Aviação,,,,,,,,,,
78052,A-123/CENIPA/2018 - 02,2020-07-24,2020-07-08,2021-09-03,Atuar junto à Escola Paranaense de Aviação,,,,,,,,,,
78033,A-119/CENIPA/2018 - 01,2021-11-16,2021-12-22,NULL,Atuar junto à empresa Boeing Company,,,,,,,,,,
78031,A-117/CENIPA/2018 - 01,2020-07-24,2020-07-08,2021-03-23,Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis,,,,,,,,,,
78031,A-117/CENIPA/2018 - 02,2020-07-24,2020-07-08,2021-03-23,Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis,,,, se for o caso.;IMPLEMENTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,
78031,A-117/CENIPA/2018 - 03,2020-07-24,2020-07-08,2021-03-23,Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis,,,,,,,,,,
78031,A-117/CENIPA/2018 - 04,2020-07-24,2020-07-08,2021-03-23,Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis,,,,,,,,,,
78031,A-117/CENIPA/2018 - 05,2020-07-24,2020-08-13,2021-01-29,Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis,,,,,,,,,,
78031,A-117/CENIPA/2018 - 06,2020-07-24,2020-08-13,2021-01-29,Atuar junto à administração do Aeródromo de Itápolis,,,,,,,,,,
78018,A-115/CENIPA/2018-01,2020-04-22,2020-04-05,2020-11-20,ATUAR JUNTO AO AEROCLUBE DE BAURU,,,,,,,,,,
78018,A-115/CENIPA/2018-02,2020-04-22,2020-04-05,2020-12-06,ATUAR JUNTO AO DEPARTAMENTO AEROVIáRIO DO ESTADO DE SãO PAULO (DAESP),,,,,,,,,,
77995,A-111/CENIPA/2018 - 01,2021-11-16,2021-12-22,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
77985,A-104/CENIPA/2018-01,2019-11-03,2019-11-03,NULL,NULL,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
77977,A-104/CENIPA/2018 - 01,2019-11-03,2019-03-21,2019-07-22,Atuar junto ? organiza??o de manutenção Nacional manutenção de Aeronaves Ltda.,,,,,,,,,,
77933,A-503/CENIPA/2020 - 01,2020-02-10,2020-10-19,2021-05-01,Atuar junto à empresa Dilopes Aviação Agrícola LTDA.,,,,,,,,,,
77905,A-094/CENIPA/2018 - 01,2021-12-02,2021-02-27,2021-06-25,Atuar junto à empresa Amazonaves Táxi Aéreo Ltda.,,,,,,,,,,
77895,A-088/CENIPA/2018 -01,2019-05-16,2019-05-27,2019-04-06,Divulgar  o  conteúdo  deste  Relatório  Final,,,,,,,,,,
77893,A-089/CENIPA/2018 -01,2019-08-04,2019-04-25,2019-03-05,Divulgar  os  ensinamentos  colhidos  na  presente  investigação,,,,,,,,,,
77878,A-085/CENIPA/2018 - 01,2021-12-02,2021-02-27,2021-04-29,Atuar junto à empresa Tenoar Aviação Agrícola Ltda.,,,,,,,,,,
77878,A-085/CENIPA/2018 - 02,2021-12-02,2021-02-27,2021-04-29,Atuar junto à empresa Tenoar Aviação Agrícola Ltda.,,,,,,,,,,
77878,A-085/CENIPA/2018 - 03,2021-12-02,2021-02-27,2021-04-29,Atuar junto à Tenoar Aviação Agrícola Ltda.,,,,,,,,,,
77878,A-085/CENIPA/2018 - 04,2021-12-02,2021-02-27,2021-03-03,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
77868,A-084/CENIPA/2018 - 01,2020-05-29,2020-06-22,2020-06-30,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
77864,A-081/CENIPA/2018 - 01,2020-02-10,2021-04-03,2021-12-03,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
